"","GSM734540","GSM734541","GSM734542","GSM734543","GSM734544","GSM734545","GSM734546","GSM734547","GSM734548","GSM734549","GSM734550","GSM734551","GSM734552","GSM734553","GSM734554","GSM734555","GSM734556","GSM734557","GSM734558","GSM734559","GSM734560","GSM734561","GSM734562","GSM734563","GSM734564","GSM734565","GSM734566","GSM734567","GSM734568","GSM734569","GSM734570","GSM734571","GSM734572","GSM734573","GSM734574","GSM734575","GSM734576","GSM734577","GSM734578","GSM734579","GSM734580","GSM734581","GSM734582","GSM734583","GSM734584","GSM734585","GSM734586","GSM734587"
"CATMA3c57282",10.49059104,10.77490938,11.55259524,11.32769945,11.7328298,10.91732381,11.72408959,11.0109452,12.17359196,12.45237491,11.67984531,11.07925042,9.891843148,9.474612216,9.107104621,9.443150937,9.290627603,10.23638932,10.06451263,10.13251499,10.45889308,10.20953,10.71618575,11.21716985,10.53190323,10.33286802,10.96274159,11.45148029,10.87344245,9.899032756,11.30244968,12.13243971,11.87506466,11.4553713,12.53963446,11.49009992,11.79029853,11.7943768,11.85460315,12.42251554,11.28788635,11.12386511,10.94492952,11.54740817,11.59537508,11.85530442,12.52309647,11.73334155
"CATMA3c57320",12.17775214,12.81844226,12.7068112,13.03834751,12.8060378,12.57294071,11.66002403,11.82450124,11.44071391,12.62585659,11.75170619,11.72020798,11.81659145,11.73457904,11.45647739,11.03091742,10.41762629,10.39360213,9.439001859,9.437159356,9.584119692,9.717927514,9.590522047,9.858982497,12.57380244,13.02099666,13.47044608,12.96169591,13.12751398,12.76415002,12.71157205,12.69518682,11.5923089,12.99222468,12.46559045,12.16737527,13.65852168,12.80964704,12.88070646,12.91795835,12.36433761,12.8316374,11.99494481,11.97057238,11.5378018,12.20655822,11.37923115,12.21302729
"CATMA3c57577",11.52757527,12.01617512,11.82660571,11.80984612,11.76362915,12.27331514,12.15473688,12.22120302,12.3530918,12.65224558,12.71671522,12.52612769,12.40577828,11.97736872,11.8991011,11.30031593,11.46683184,11.70956812,11.35571375,11.21558007,11.36730927,11.54768955,11.74311419,11.31130015,11.52406748,11.84537861,11.84719252,11.8008588,12.07302663,12.18991796,12.08373763,11.99857918,12.05330444,12.89553999,12.38713419,12.59254711,12.80390583,12.58189902,12.37412508,11.91013068,11.85644236,12.15830897,12.00353386,11.67178191,11.91248618,12.01250947,12.34912499,12.44214461
"CATMA3c57822",12.23660776,11.54571614,11.67565076,11.62286834,11.43076042,11.47652542,11.24723657,12.01534075,11.98664012,12.00786843,11.64356803,11.44201787,11.81412837,11.37122176,11.70620514,10.57787917,10.56602612,10.60488704,10.04659605,10.03306372,10.19536672,10.36515421,10.2091658,10.10974418,12.34822488,11.70334775,12.16851058,11.6556469,12.2723923,11.91208084,11.66161063,11.90242912,11.68032723,12.1804838,11.76852181,12.15573176,12.31708616,11.50926979,11.84204638,11.49200777,11.89323136,11.95780438,11.56249518,11.79426763,11.72301162,11.35747109,11.27346223,11.21664617
"CATMA4a01565",12.48959346,12.54402468,12.60891946,12.76826171,12.84826941,12.35176337,12.51237181,12.28131553,12.51737528,12.84226023,12.97206799,12.7380271,13.03202744,13.60339471,12.87703469,12.92530144,12.87932429,12.63929848,12.3714175,12.2556796,12.11285416,12.34850143,12.28703556,12.3757184,12.3163799,12.31826752,12.381037,12.68472494,12.36771603,12.34171352,12.20419593,12.35589412,12.05233443,12.39514795,12.09213505,12.32282874,12.26167871,12.85318093,12.55020626,12.78641061,12.37631187,12.27289109,12.21597746,12.04224846,11.8613129,12.30679671,12.25751409,12.60852219
"CATMA4a05150",10.38415704,10.73090919,10.67446489,10.80700821,10.37680518,10.50535477,10.76260761,11.26763328,10.98748384,10.94954864,11.68704864,11.58024425,12.2125626,12.75833643,12.7495553,13.11300845,12.84145971,12.25326225,13.17120938,12.78545935,12.34250948,12.71224645,12.1262091,12.17801747,10.0207379,10.10121442,10.25196372,9.936696508,10.07868795,10.34218176,10.27401209,10.21732704,10.56210526,10.39983111,10.65070448,10.67645901,10.97288506,11.05848075,10.62077511,11.00132905,10.97395634,10.41937321,11.2546322,10.80954968,11.04915777,10.65117738,10.3805159,11.0153706
"CATMA4a11410",8.964419997,9.218454261,8.612644848,8.600445219,8.817018514,8.869273429,9.124348237,9.136553956,9.67079531,10.09499172,11.23163806,10.69167203,11.91914824,11.74953647,11.55349453,11.38315833,11.26630547,10.89051654,11.58551826,10.95648453,11.28203412,10.73663396,11.59533344,11.24889686,8.621716646,8.267102871,8.467281135,8.371415483,8.809945491,8.377457345,8.872374604,8.536701859,8.530705372,8.883696421,8.566974806,8.628802476,8.287722488,8.299632301,8.497914979,8.342722838,8.376547762,8.254180016,8.702473252,8.124524691,8.576732665,8.678408128,8.667101654,8.820391108
"CATMA4a13955",12.48597086,13.08186323,13.70582882,13.35731773,13.77337272,12.90803003,13.84441969,12.45074081,13.73731365,13.78158005,13.10130744,12.67317315,10.75485658,10.56298581,10.25199698,10.70789236,10.38276313,11.34320188,11.26055586,11.28000285,11.55122172,11.51348706,11.68967,12.48872307,12.98987731,12.67993514,13.54361546,14.09930154,13.11453346,12.69529491,13.44779097,13.79986815,13.88159893,13.1598769,13.95193886,13.57887246,13.52565325,13.6849204,13.74543204,13.63919078,13.12129838,13.03284013,12.81703462,13.28789241,13.3880004,13.73814133,13.8535396,13.59291027
"CATMA4a14910",12.11876193,12.43139296,12.60213506,12.28322165,12.54441478,12.53375731,12.34368031,12.26111609,12.26028038,12.03715702,12.10815965,11.95936651,11.76156997,11.90770737,11.85440807,11.80302903,11.74367377,11.78707215,11.74515413,11.63627077,11.95371978,11.67541679,11.94907632,12.177516,12.17135024,12.53152342,12.54692134,12.38644806,12.33737269,12.47008519,12.54807695,12.56285214,12.39400838,12.12177186,12.56355002,12.13189452,12.11449848,12.12569963,12.09631064,12.41903996,12.24796952,12.23128903,12.18008436,12.40038498,12.16632121,12.0211064,11.89819695,11.96563252
"CATMA4a18523",8.779382385,8.7897927,8.362520273,8.104754481,7.960524052,8.380233892,8.365048133,8.172849101,8.622176961,8.301848591,9.516329574,9.210481882,10.33794726,10.0694429,9.990831071,9.849755298,9.536656671,9.521465646,10.73082369,10.10498965,10.30074389,9.255652277,10.50047207,9.992710625,8.81568796,8.18871833,8.127858123,7.749719203,8.070283986,8.165545505,8.353091623,7.674316848,7.992458788,8.240644958,8.344345265,8.510674658,8.758177002,8.861267436,8.492648908,8.040194906,8.296886034,8.294296327,8.771186147,8.486448125,8.496157957,7.903340138,8.493428781,8.576673602
"CATMA4a18890",10.62734962,10.58801604,10.5846421,10.56488354,10.75627664,11.31438179,11.42692128,11.6020972,11.51431136,10.70344894,9.991866935,9.65633879,9.48531368,9.278031016,9.703125418,9.168259388,9.210655319,9.773040849,9.749563302,9.449115505,9.149594658,9.446650552,9.218515553,8.83297904,11.1208355,11.11863833,10.79781195,10.8142789,10.60598978,11.91332349,11.78242859,11.6959466,11.358223,11.43282291,10.58492264,10.22901248,9.776083889,9.796830087,9.740586313,9.942964654,9.888714254,10.86063,10.57946338,10.45757749,10.4874032,10.40519949,10.13966059,9.511891525
"CATMA4a23670",11.71078493,11.76669671,12.22044635,12.37723471,11.87407365,11.9943448,12.18618225,12.64732048,12.36913699,12.46936695,12.93236791,12.69844637,13.06775728,13.76249591,13.9247813,14.28656553,14.03756417,13.48200212,14.35541335,14.24323722,13.95487272,14.13309155,13.53363687,13.74790339,11.51359036,11.67428352,11.79298845,11.56824078,11.98067872,11.84177813,11.61560079,11.84158977,12.09087915,11.76578783,12.27001529,11.92900584,12.33085484,12.5367243,11.83299828,12.32824824,12.19655259,11.96706758,12.57997545,12.21074816,12.48593614,12.24188804,12.26626389,12.38828446
"CATMA4a24645",7.786180014,7.732252493,8.693830663,10.55387877,11.58117191,10.29037929,11.24804391,10.53581491,10.37931584,11.22551609,10.15883193,8.336250999,8.71741866,8.901264006,8.518618048,10.08663228,9.704067643,10.1546381,9.817903984,9.053981731,9.101001504,9.623381154,9.141488361,9.222290963,8.219947789,8.468264531,8.831084435,10.75748736,11.19777326,10.09809843,10.39017248,11.36423722,10.28002638,9.612734357,11.61733289,9.480951506,9.468024825,10.59491441,11.39645115,13.39424946,12.82966653,12.51610473,11.09199097,10.61077931,11.9572926,12.1787095,13.08206596,11.92377276
"CATMA4a25620",10.08209453,9.679981941,9.375477934,8.967435631,9.235851316,9.195309291,9.35972114,9.355619064,9.555707835,9.468608948,10.24623254,10.01337614,11.0183437,10.28202005,9.618209114,8.783001611,8.673311176,8.664546794,8.322932477,8.184999166,8.405214315,8.308390409,8.593811038,7.928061489,10.05859185,9.787538529,9.505557165,8.836394012,9.913078868,8.983472494,9.151183334,9.534421274,9.157270471,9.089767446,9.410674026,9.546897463,10.36096406,9.842075051,9.333134615,9.383629506,9.479549153,9.614237941,9.196724844,9.259494186,9.177616664,9.26005821,8.982849913,9.338802777
"CATMA4a25630",10.78806838,10.43475505,10.22008163,9.843508555,10.09730607,10.07942524,10.32214928,10.1545012,10.49630003,10.13528782,10.90833125,10.49321514,11.69772406,11.15082062,10.43207441,9.815446098,9.296129493,9.511384042,9.202606752,9.26713835,9.247718233,9.197176083,9.492535698,9.315199678,10.97089919,10.45220227,10.37258913,9.846510318,10.80778591,9.816974863,10.13950883,10.37092959,10.10349042,9.723594304,10.09444565,10.07229674,11.09430485,10.61987345,10.14015757,10.0706256,10.14244384,10.52670166,10.12889299,10.13213871,10.05150656,9.915935739,9.784752092,10.06291536
"CATMA4a27664",9.094303814,8.937410657,9.476622239,9.442374643,9.272593401,9.051623964,8.834701003,8.489993535,8.370489789,9.145534051,9.405842068,8.426887913,9.67294383,10.04528183,10.04166734,10.65345077,10.22442275,10.06700023,10.75379335,10.45817708,9.903612885,9.735576037,9.57721849,9.661029671,8.713341011,8.677637516,8.630989352,8.648167332,9.28989076,8.103881302,7.677217419,8.004619106,7.786938245,8.538117974,8.383052466,8.209710218,9.020381915,9.157536854,8.480576596,9.243189351,8.661161388,8.558807117,8.806736676,8.478344205,8.765654699,8.218728347,8.844367964,8.293783757
"CATMA4a33440",10.92043862,10.08740193,10.02822015,9.856348836,10.26822914,9.764588842,9.805234949,10.11914966,10.0349088,9.664174375,9.166596805,9.236460725,9.951688491,8.926294157,8.72471513,8.774747879,8.622729632,8.870152336,8.840525228,8.802641571,8.628884376,8.750511006,8.586801401,8.343486441,11.48295385,10.48221292,10.43877996,10.06926668,10.44985206,10.53522383,10.22906107,9.915749427,9.56010195,9.835906102,9.291619406,9.39232564,9.683227035,9.445009522,9.234180317,9.604812134,9.481764267,9.849699568,9.557419816,9.338405389,9.280259968,9.235439275,8.924260903,9.156563095
"CATMA4a34150",10.2769003,9.318537586,9.699840201,9.359434723,9.905471991,9.312207822,9.089693641,8.52874267,8.790086772,8.957604346,8.409958738,8.58939339,7.953631858,8.384178098,7.558874785,8.369726818,8.069275748,8.760704447,8.213835452,8.377662914,8.651978103,8.47940271,7.926442618,8.089842387,10.43748356,9.812992247,9.967204189,10.22419648,10.06450099,9.532239877,8.941816632,9.729535276,9.632524777,9.421663137,9.786139172,9.663591768,9.773711322,9.529232876,9.712971482,9.563952062,9.125408169,9.659111841,8.76784078,9.632936452,9.677404154,9.435646411,9.905463712,9.24292315
"CATMA4a35150",10.7653262,10.86224338,10.49038078,10.58640998,10.41142915,10.40764341,10.38661385,10.4661071,10.4086074,10.24872719,11.29216545,11.49839484,12.25307115,12.06729705,11.61076561,11.16490146,11.45819195,11.1136072,11.38828903,11.39667145,11.48091506,11.1848127,11.49389136,11.1108383,10.74311365,10.50599948,10.51426265,10.3801483,10.6859157,10.46837159,10.41356601,10.25841039,10.13237762,10.04040394,10.38257267,10.74883307,10.74700519,10.67397382,10.21333911,10.22605654,10.20202126,10.43332151,10.50529908,10.3939387,10.41279204,9.886373051,10.0176895,10.4957218
"CATMA4a40490",8.252619142,7.598968713,8.230983354,7.659529422,8.043417282,7.754193113,7.835408831,7.220374506,7.597831935,7.874121185,8.111801121,8.331580947,9.041340694,8.792925361,8.606689196,8.021613355,8.289644789,8.428078512,8.598085493,8.592095505,8.691348108,8.22863113,8.578551633,8.563231342,8.09332661,7.59361096,8.047094921,7.88237393,8.193184454,7.744480578,7.510059845,7.447034396,7.391784822,7.661245232,7.274294131,7.715594822,7.416990851,8.10506201,7.460138462,7.662118915,7.776308868,8.066755394,7.918351594,8.025827797,8.009844085,7.572326614,7.602957005,7.305545732
"CATMA4a40500",9.235503025,8.464954624,8.874479298,8.475708298,8.694662975,8.003437751,8.345290427,7.614378635,8.273917593,8.524325277,9.489212735,9.446065679,10.63255885,10.10679513,9.633910127,9.219006506,9.578391414,9.312742116,9.031357566,9.020100813,9.215382455,8.835848384,9.491833072,8.647319147,9.073715559,8.626339786,8.620808304,8.569706467,8.953476506,7.984759215,8.192157098,7.91233813,7.824621559,7.877822439,8.10761105,8.580137526,8.602726604,8.79587415,8.307266773,8.276763225,8.11797402,8.620785138,8.246147312,8.389592899,8.303138854,8.612548891,8.510299121,8.444148824
"CATMA4a40790",8.625933097,8.720535894,8.414383718,8.751895245,8.895833299,8.75079028,8.754328542,8.633257344,8.691520054,8.826026287,8.687974005,8.798425623,8.530771647,9.041633569,8.647339149,8.986916561,8.695838422,8.725580519,8.609100507,8.7866949,8.833872427,8.469572537,8.651668332,8.827004857,8.649124966,8.87105594,8.82900888,8.673942757,8.803689773,8.70694477,8.669432365,8.811416803,8.837008109,9.178743536,8.999775653,8.886705845,8.519458257,8.594394235,8.618874231,8.628724166,8.312876357,8.695211126,8.642844841,8.694143048,8.572762472,8.719735162,8.431623513,8.509003481
"CATMA4c42028",10.39293182,10.63766757,10.96411983,10.77248411,11.05988584,10.62960672,10.62566226,10.22669493,10.49953133,10.92788338,11.15331448,10.59247844,11.14554572,11.50480653,11.03710423,11.03059706,11.32256638,10.75940008,10.92473171,10.89092296,10.95163082,10.33870363,10.53280423,10.76230613,10.25156229,10.03742279,10.64804748,10.62844572,10.86416399,10.20352959,10.05770021,10.16311741,10.2244629,10.26601236,10.440516,10.33058283,10.4914596,10.67160546,10.50453239,10.96435509,10.25560077,10.35406749,9.958880239,10.48675116,10.57982404,10.35454433,10.31403695,10.06056307
"CATMA4c42475",6.860458172,7.261114607,6.945336087,7.005466341,6.101125291,6.938911878,6.999065152,6.768013796,7.092662542,7.146713968,6.576592065,6.251007881,6.586728264,7.375756923,7.052244763,7.635800358,7.150063243,6.746682535,7.206329174,6.749264468,5.831677041,7.373111814,7.130623583,6.675758565,6.780722806,6.683368435,6.941922315,6.500792036,6.913707256,6.983293817,7.261583087,6.752142037,6.509333513,7.480406123,6.425348213,6.453859834,6.937119559,6.732937091,6.991969278,6.571620326,6.831657611,6.801001486,6.559274008,6.797102259,6.11576905,6.847681021,6.979134892,5.884848764
"CATMA4c42596",11.98296343,11.47099879,11.42079139,11.36147679,11.34296503,11.294781,11.22781096,11.18738228,11.18993588,11.39867982,10.54719973,10.83979954,9.789804808,9.062365114,10.13327335,10.07208638,9.858884235,10.28614459,9.86258377,10.04582893,10.06176646,10.01205887,9.972248189,10.15366818,12.26199536,12.16924537,11.88989559,12.04767105,11.73137776,12.11816991,12.09485669,11.85912805,11.77551364,12.24991209,11.9593449,11.81052121,11.11762697,11.23284705,12.10684036,11.57567109,11.45018042,11.56608885,11.23554282,11.35973479,11.51815959,11.34564178,11.82970635,11.61627718
"CATMA5a04375",10.54764633,10.39762162,10.46375992,9.964357337,10.58455292,10.4194941,10.00919275,9.411201136,9.826734861,10.25109778,9.899117303,9.119003875,8.899107572,8.723966126,8.401250475,8.746949808,8.565714282,9.323776203,8.787358709,8.940915619,9.073911093,8.768372647,8.848738669,8.789665426,11.03032394,10.2652118,10.73148588,10.74980265,10.80030745,10.32825789,10.08062353,10.50718351,10.31097504,10.73135271,11.01540587,10.13611784,10.44574938,9.997809031,10.14249144,10.12609989,9.275444936,10.20326519,9.606807361,10.30021096,10.17431967,9.990619572,10.74866962,9.764368325
"CATMA5a04910",9.877533698,9.839497775,9.588869322,9.213627303,9.772659297,9.556389791,9.466395497,9.401407569,10.35454808,9.757522181,11.03281183,10.70932674,11.69477993,11.79315011,11.58475659,11.57071815,11.7934683,11.59529852,11.31422524,11.3921879,11.44470309,10.73249797,11.79476059,11.37342001,9.47489519,9.586172009,9.529400823,9.285660001,9.620372894,9.30519658,8.864083994,8.897881775,9.477346073,9.257969559,9.490602182,9.85311256,9.548290094,9.644645088,9.501524417,9.711947413,9.405606447,9.611225681,9.4647223,9.573343191,9.836350675,9.328015826,9.269352814,8.942268036
"CATMA5a05150",7.11393509,7.533213064,7.880554982,8.816970152,8.471154943,9.442656639,9.367231085,9.154170144,9.120343845,9.403789394,9.236051569,8.982334985,7.546578977,7.190534592,7.158023258,7.891900227,6.593022564,7.903620874,7.121519517,7.813434031,7.270657567,7.730595747,7.714416308,7.993517543,7.334193374,7.752211192,8.488249772,8.514647979,8.531496472,9.816075561,9.952115546,9.368284327,9.283021874,10.35550707,9.735138437,9.349745688,9.039849659,9.707606387,9.849802032,9.258817949,9.292012078,9.706650935,9.897735,9.830788565,9.124190806,9.877003802,10.07775717,10.22255838
"CATMA5a06070",8.801040142,9.064818106,9.194890653,9.333980208,9.24174081,9.6910321,9.807788935,9.679741839,9.377847147,9.411673617,9.150839156,9.386139802,8.826400307,8.583696936,8.314805056,7.776235172,8.206744528,8.434664514,8.472231729,8.528259892,8.187209995,7.523461666,7.921995985,8.913482905,8.904322575,9.290631027,9.149733741,9.161921467,9.382983518,10.10923746,9.754585714,9.331858002,9.551799359,10.00216485,9.248080077,10.26574361,9.26758535,8.859012109,9.693762163,9.44732641,9.280777574,9.245877354,9.661085673,9.583475027,9.445346375,9.131235187,10.09166592,9.750598835
"CATMA5a06130",9.281577483,9.237457495,9.184349506,9.176678333,9.046001782,9.237012341,9.361913598,9.4277326,9.406595757,9.429078613,8.459919767,8.931241467,8.597591251,8.607479113,8.90296145,8.856055887,8.770035554,8.376362677,8.540891503,8.583422434,7.443165497,8.232199303,7.952816186,8.150015781,9.472659074,9.4906019,9.290692214,9.295535774,9.570052175,9.309569793,9.413312688,9.414296572,9.411013167,9.63962276,9.121778956,9.393818653,9.393479921,9.161507985,9.225955651,9.410148459,9.287281303,9.253227652,9.262270576,9.361924048,9.214067576,9.34808961,8.936771781,9.194774284
"CATMA5a06925",9.547331488,9.364467589,9.274321655,9.635233367,9.794894267,9.644985026,9.657930765,10.30678406,9.931173325,9.945052395,9.260075512,9.059896309,8.235816585,7.679329915,7.715120599,7.740152972,7.764783504,7.707749171,7.855497991,7.935931952,7.279944118,7.700549834,7.984562995,8.116119846,9.924935782,9.50833845,9.241884934,10.21846913,9.660644476,10.03537411,10.0970957,10.16127592,10.09598013,10.58455839,10.32127916,10.74175561,10.01021473,9.325706303,9.719204523,9.61985144,9.435571976,8.473147623,9.049173176,9.3162934,9.306382901,9.802201549,10.51983383,10.20774009
"CATMA5a11100",9.304421691,9.275461765,9.103225023,9.050467064,9.06556255,9.319177036,9.361531042,9.485551895,9.238833826,9.628052777,9.459463765,9.275774079,9.489999432,9.571469239,9.574660289,9.846611174,9.515348254,9.474842321,9.434373138,9.605113709,9.797652662,9.753787508,9.194110455,9.810739711,9.358135736,9.235707269,9.225582881,8.763590554,9.324221942,9.354408931,9.281274573,9.277735389,9.40419842,9.392183558,9.352494799,9.002926944,9.063560607,9.34761892,9.361138722,9.136061288,9.249033882,9.189736399,9.464939833,9.379976353,9.353596,9.660417695,9.20426408,9.331661814
"CATMA5a11290",10.24419705,10.32147294,9.948018364,10.09317259,10.09246244,10.12770213,10.78666639,11.4426335,11.9843878,12.22837918,13.96442542,13.77477812,14.87759089,15.19714442,15.40612353,14.84471987,14.86168489,14.64198599,14.86646608,14.96740918,14.81809691,14.55462396,14.639676,14.56475618,9.154894632,9.287196784,9.447869114,9.205111855,10.10767721,9.473611542,9.483239016,9.609163633,9.439525974,9.382180652,10.37445293,10.58555531,10.38878969,11.43354224,11.24652902,10.52891297,10.70993935,10.97037573,11.18934069,10.14989942,11.25058694,11.01856801,10.58333198,10.72788803
"CATMA5a12660",8.156748711,8.091871076,8.447216785,7.695345301,8.084171911,8.387943987,8.347392099,8.087437203,8.171703991,7.797178624,8.770823059,9.069950748,8.898090222,9.355153848,9.689285676,9.651333502,9.59264845,9.317778338,9.922595881,9.754043412,9.560745093,9.85920308,9.671655679,9.652052481,8.197131536,8.099926291,8.389017518,7.942440608,8.747319518,8.4565573,8.331304701,8.582030946,8.149604683,8.391656195,8.328580397,8.27745847,8.399003182,8.215650239,8.403112913,8.247231524,8.675764852,8.377083861,8.708331098,8.588558063,8.940978962,8.454656125,8.304496303,8.47369462
"CATMA5a20495",10.87608095,11.78520438,11.66991911,11.93387106,11.70697407,11.25235398,12.18550074,12.3064284,12.49679555,12.47776216,11.48877007,11.15122834,9.639636261,9.066327569,7.667440426,8.811478217,8.331175669,9.152710591,9.608319941,9.180321992,9.103279687,9.804893486,9.937415419,10.76624713,11.54118858,11.72393645,11.82393722,12.36252026,11.65438993,11.71839941,12.46178528,12.61606748,12.51328932,12.68534868,12.92960127,12.77641104,12.22660223,12.24837713,12.26017297,12.38594174,11.98209159,11.55500364,11.7244657,11.6922492,11.6152024,11.84949163,12.56172795,12.40717924
"CATMA5a23070",13.63748719,13.54267748,13.36414574,12.95372826,12.81267045,13.45945243,13.75163036,13.12399648,14.51417463,13.77988013,14.86005553,14.90636002,15.44505671,15.46954801,15.32136819,15.51452865,15.21857754,15.13031029,15.32564005,15.28999369,15.22433799,14.80250777,15.0334014,14.97401387,13.82265288,12.77252638,13.36636886,12.61568251,12.92280124,13.14561885,13.07542553,13.88731821,14.43500205,12.44142143,14.18486885,14.28587986,14.71884589,14.01532618,13.64484722,14.11848217,13.79032003,14.45393641,14.60861636,14.93508987,14.08125013,13.68811519,13.76164922,13.62974993
"CATMA5a35200",9.16366549,9.013604054,9.198459824,9.046120704,8.47957577,8.812314235,9.350575687,10.05208504,10.67306725,9.845500079,11.14780618,11.02265416,11.87446208,12.47783068,12.35565743,12.54314667,12.21409727,12.03539747,12.11995204,11.88683603,11.46832051,11.64441915,11.40301315,11.07746332,9.020390566,8.475056528,8.851255788,8.112790001,8.910212364,8.804992878,8.103086501,9.160651241,10.13102424,8.759260908,10.48179093,10.20956091,10.71159881,10.34785217,9.738719983,10.06497835,10.53945989,10.64777375,10.75378449,10.68165517,10.51957623,9.472427494,9.41138424,9.416994832
"CATMA5a40970",10.07283502,9.868343629,10.12344958,10.06569044,9.935313772,10.44168566,10.14402827,10.28907983,10.49650176,10.28461103,10.53397044,10.32117491,10.8559092,10.88364205,10.78413473,10.12359105,10.57564692,10.64722491,10.1856449,10.44594502,10.37630107,10.01896392,10.44299358,10.27399465,9.807116545,9.657039463,9.929703049,10.04850196,10.16729066,10.44761131,10.20590292,10.42469892,10.32689722,10.21587095,10.08653223,10.13622369,10.07831015,9.686551317,9.72890001,9.489772261,9.582310892,9.951419828,9.771825478,9.87941081,10.12526944,9.490665417,9.813063573,9.796207473
"CATMA5a41290",8.651685595,8.370911789,8.347710053,8.805147111,8.786610351,8.817108443,8.799202035,9.099802449,9.191056112,7.666126597,8.426422882,9.040202734,9.267140159,8.950488729,8.470140123,8.265604427,8.771186128,8.753261316,8.544867198,8.616160074,8.763296261,7.782582241,9.178807609,8.525334231,8.874334126,8.486097787,8.421172938,8.707181021,9.367792899,9.334453717,9.115315216,8.969763574,8.79814661,7.928167904,8.084744677,7.962201376,7.926266097,7.765036522,8.441571168,8.027738601,8.426505815,8.275683572,8.352786332,8.442533112,8.265482409,7.959655462,8.182928228,7.470508789
"CATMA5a41900",9.138829179,8.95652512,8.952852648,8.801349092,9.102745487,8.582434839,8.822877808,8.609670456,9.032842654,9.315496128,9.458173178,9.95654764,10.19545785,10.40151387,10.62026741,10.50267702,10.75433452,10.45096765,10.60145848,10.89815029,10.70414915,10.41876022,10.84225051,10.41295425,8.924171618,8.820281978,8.785872694,8.829476907,8.913139926,8.653620091,8.622424775,8.379016669,8.570712068,9.183086194,8.952096985,9.237090863,8.884556544,9.017977935,8.883416672,8.927014212,8.91904383,8.457367094,8.782648562,8.466883874,9.127739182,8.660577751,8.928380977,8.809342551
"CATMA5a42310",8.822932233,8.689996073,8.730102534,8.232578921,8.349452105,8.645350591,8.820715416,8.236033987,9.468163712,8.426341529,8.431184145,8.560388753,8.474293804,8.191814897,8.003087695,8.081889929,7.301441878,8.275157243,7.929420957,7.267755587,8.319327171,7.875162576,8.239694145,8.242852527,9.196594109,8.969871103,8.871611599,8.454611243,8.845593616,8.963051817,8.899528003,9.125729946,9.636737825,9.017718477,9.57092412,9.82861669,9.674576014,9.027035046,9.270387621,8.91860267,8.549709987,9.235637413,8.898009556,9.327359841,9.177770312,8.484870048,9.110798022,8.90788599
"CATMA5a42340",9.135862067,8.489636783,9.076449872,9.146752036,9.011161501,8.777308961,8.963673272,9.577045032,9.618776204,9.444175648,9.230356159,9.262383169,10.08163377,10.40158325,9.964927928,9.801932029,9.900130523,9.454250474,9.671699785,9.820871509,9.617026014,9.34265398,9.460577003,9.36685684,9.147583935,8.279305818,8.968179307,8.757340436,9.267189417,8.722512594,8.707173866,9.172308035,9.051951813,8.551495257,9.266299124,8.567198783,8.771194734,8.772958347,8.494497693,8.675867881,8.437516899,8.629998195,8.978151384,8.897775434,9.059097586,8.809532808,8.900124411,8.975756224
"CATMA5a42350",8.672930617,8.542582819,8.591405685,8.608350775,8.895260947,8.359526494,8.762427838,8.869760123,9.266559191,8.933865185,9.192444204,8.99942391,9.499320616,9.883194989,9.606296414,9.623139302,9.616696897,9.049825576,9.499090434,9.380667786,9.162000922,8.694306787,9.258099766,9.403096596,8.616954554,8.240377362,8.41936421,8.407642502,8.650914754,8.210565308,8.117730433,8.467528513,8.748922208,8.357773943,8.509177517,8.512324377,8.244236907,8.337592113,8.257799923,8.331199138,7.996895336,8.125430747,8.403851361,8.215570927,8.681693512,8.155767847,8.134407621,8.449087932
"CATMA5a43215",9.729838527,10.1777919,9.856136177,9.74372176,9.513179342,9.702937243,9.837732236,9.711018393,10.56783343,10.49400068,12.14100482,11.91460604,12.41421485,12.06427389,11.49212828,12.09510773,11.7673076,11.26341636,11.75345338,11.46197648,11.44969888,11.16959783,11.70274001,11.5424086,9.526366246,9.348686185,9.393535089,9.158897107,9.663334716,9.218981037,9.392595775,9.144790143,9.304222091,9.471100845,10.09225537,10.32887247,10.01189738,9.802076858,9.539238787,9.760264581,10.0175146,9.657666431,9.835826393,9.490625111,9.584589606,9.250499435,9.68535276,9.599704576
"CATMA5a49070",13.61570721,13.75235884,13.41941324,13.05499124,12.97837457,13.85480721,14.12410516,14.28021393,14.01623224,12.450115,12.73606942,12.58184403,12.04557971,12.22213799,12.58347726,12.35472568,12.28428987,12.82580694,12.44376173,12.60115405,12.14745494,12.46232198,11.90635859,12.1965252,13.50604679,13.89560557,13.5034223,13.26614561,13.01657444,14.51370183,14.45059572,14.46214334,14.63886048,13.06101222,13.66791395,13.40531399,13.40470659,13.29241602,13.31945222,13.23139551,13.4580957,14.63254616,14.14793796,14.64574055,13.83500569,13.03443343,12.44249366,12.77839918
"CATMA5a50880",9.976133208,10.27765019,10.20942714,10.33612289,10.04957508,9.996444377,10.17321712,10.68365458,10.53447099,10.49577135,11.34521262,11.20299361,12.23254795,12.48078323,12.16026872,11.59966222,11.73052928,10.94628431,11.23067781,11.36407921,11.06999015,11.18393437,11.10820996,11.17337226,9.688750391,10.08773861,9.99064637,9.873086926,10.11429639,9.924936281,10.00155735,10.02856274,9.765850525,9.905509229,9.645294099,10.12331411,9.654970373,9.939086961,9.842728699,9.699996351,9.878638529,9.675385335,10.32186459,10.04985996,9.771878319,9.981193187,9.627830632,9.784098756
